house,appliance_label,appliance_type,product_category,refit_column,current_avg_kwh_day,current_annual_kwh_est,current_cost_month_aud,current_cost_year_aud,recommended_store,recommended_product,recommended_brand,recommended_price_aud,recommended_annual_kwh,recommended_cost_month_aud,estimated_energy_saving_kwh_year,estimated_monthly_saving_aud,estimated_annual_saving_aud,payback_months,saving_score,energy_efficiency_score,affordability_score,payback_score,product_match_score,energy_rating,option_type,suitability_note,replacement_priority,product_recommendation,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,balanced_intelligent_score,budget_user_score,eco_user_score,fast_payback_score,explainable_product_reason
6,Freezer Utility Room,Freezer Utility Room,freezer,Appliance1,2.12261,774.75,19.1,232.43,The Good Guys,Efficient Upright Freezer,Westinghouse,849.0,250.0,6.25,524.75,12.85,154.24,66.05,0.6728,0.6773,0.2275,0.2665,0.5464,High,Best Value,Good for high continuous freezer loads.,high,Consider Efficient Upright Freezer from The Good Guys for Freezer Utility Room. Estimated saving: $12.85/month with about 524.8 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,92.3,106.9,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Freezer Utility Room is classified as Needs attention. It is 106.9% above the REFIT similar-appliance average, with 4332 detected events and 24.9% peak-hour activity.",0.2012,0.1817,0.197,0.1823,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Kettle,Kettle,kettle,Appliance7,29.63795,10817.85,266.74,3245.36,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,10737.85,264.74,3176.9,0.07,0.9925,0.9926,0.9294,0.997,0.9837,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Kettle. Estimated saving: $264.74/month with about 10737.9 kWh/year reduction.,kettle,16.07417125,13.334344999999999,144.66750000000002,87.5,84.4,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 84.4% above the REFIT similar-appliance average, with 2847 detected events and 25.6% peak-hour activity.",0.9034,0.9296,0.8862,0.9437,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Kettle,Kettle,kettle,Appliance7,29.63795,10817.85,266.74,3245.36,Kmart,1.7L Auto-Off Kettle,Anko,25.0,32.0,0.8,10785.85,265.94,3191.3,0.09,0.997,0.997,0.9091,0.9961,0.9837,Efficient,Cheapest,Low-cost replacement with auto shut-off.,high,Consider 1.7L Auto-Off Kettle from Kmart for Kettle. Estimated saving: $265.94/month with about 10785.9 kWh/year reduction.,kettle,16.07417125,13.334344999999999,144.66750000000002,87.5,84.4,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 84.4% above the REFIT similar-appliance average, with 2847 detected events and 25.6% peak-hour activity.",0.9014,0.9214,0.889,0.9416,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Kettle,Kettle,kettle,Appliance7,29.63795,10817.85,266.74,3245.36,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,10742.85,264.87,3178.4,0.09,0.993,0.9931,0.9124,0.9962,0.9814,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Kettle. Estimated saving: $264.87/month with about 10742.9 kWh/year reduction.,kettle,16.07417125,13.334344999999999,144.66750000000002,87.5,84.4,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 84.4% above the REFIT similar-appliance average, with 2847 detected events and 25.6% peak-hour activity.",0.9001,0.9219,0.8864,0.9409,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Kettle,Kettle,kettle,Appliance7,29.63795,10817.85,266.74,3245.36,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,10747.85,264.99,3179.9,0.11,0.9934,0.9935,0.8961,0.9955,0.9792,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Kettle. Estimated saving: $264.99/month with about 10747.9 kWh/year reduction.,kettle,16.07417125,13.334344999999999,144.66750000000002,87.5,84.4,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 84.4% above the REFIT similar-appliance average, with 2847 detected events and 25.6% peak-hour activity.",0.897,0.9144,0.8866,0.9382,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Kettle,Kettle,kettle,Appliance7,29.63795,10817.85,266.74,3245.36,Big W,Energy Efficient Kettle,Russell Hobbs,49.0,28.0,0.7,10789.85,266.04,3192.5,0.18,0.9974,0.9974,0.8361,0.9924,0.9724,High,Best Value,Balanced price and energy use.,high,Consider Energy Efficient Kettle from Big W for Kettle. Estimated saving: $266.04/month with about 10789.9 kWh/year reduction.,kettle,16.07417125,13.334344999999999,144.66750000000002,87.5,84.4,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 84.4% above the REFIT similar-appliance average, with 2847 detected events and 25.6% peak-hour activity.",0.8864,0.8877,0.8889,0.9289,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Kettle,Kettle,kettle,Appliance7,29.63795,10817.85,266.74,3245.36,JB Hi-Fi,Smart Temperature Control Kettle,Breville,109.0,24.0,0.6,10793.85,266.14,3193.7,0.41,0.9978,0.9978,0.6964,0.9832,0.9504,Premium,Energy Wise,Temperature control helps reduce repeated boiling.,high,Consider Smart Temperature Control Kettle from JB Hi-Fi for Kettle. Estimated saving: $266.14/month with about 10793.9 kWh/year reduction.,kettle,16.07417125,13.334344999999999,144.66750000000002,87.5,84.4,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 84.4% above the REFIT similar-appliance average, with 2847 detected events and 25.6% peak-hour activity.",0.8573,0.8226,0.8882,0.9034,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,MJY Computer,MJY Computer,computer,Appliance4,1.2972,473.48,11.67,142.04,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,393.48,9.67,116.1,1.96,0.8287,0.831,0.9294,0.9244,0.8588,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for MJY Computer. Estimated saving: $9.67/month with about 393.5 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,94.4,210.2,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","MJY Computer is classified as Needs attention. It is 210.2% above the REFIT similar-appliance average, with 19473 detected events and 35.8% peak-hour activity.",0.4365,0.6589,0.258,0.6128,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,MJY Computer,MJY Computer,computer,Appliance4,1.2972,473.48,11.67,142.04,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,398.48,9.8,117.6,2.45,0.8394,0.8416,0.9124,0.9074,0.8612,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for MJY Computer. Estimated saving: $9.80/month with about 398.5 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,94.4,210.2,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","MJY Computer is classified as Needs attention. It is 210.2% above the REFIT similar-appliance average, with 19473 detected events and 35.8% peak-hour activity.",0.4308,0.6471,0.2566,0.6019,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,MJY Computer,MJY Computer,computer,Appliance4,1.2972,473.48,11.67,142.04,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,403.48,9.92,119.1,2.92,0.8501,0.8522,0.8961,0.8915,0.8638,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for MJY Computer. Estimated saving: $9.92/month with about 403.5 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,94.4,210.2,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","MJY Computer is classified as Needs attention. It is 210.2% above the REFIT similar-appliance average, with 19473 detected events and 35.8% peak-hour activity.",0.4254,0.6359,0.2553,0.5916,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,MJY Computer,MJY Computer,computer,Appliance4,1.2972,473.48,11.67,142.04,Officeworks,Smart Standby Powerboard,Jackson,39.0,135.0,3.38,338.48,8.3,99.6,4.7,0.7109,0.7149,0.8651,0.8363,0.754,Control,Best Value,"Reduces standby waste from monitors, printers and routers.",high,Consider Smart Standby Powerboard from Officeworks for MJY Computer. Estimated saving: $8.30/month with about 338.5 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,94.4,210.2,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","MJY Computer is classified as Needs attention. It is 210.2% above the REFIT similar-appliance average, with 19473 detected events and 35.8% peak-hour activity.",0.4079,0.6066,0.2458,0.5575,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,MJY Computer,MJY Computer,computer,Appliance4,1.2972,473.48,11.67,142.04,JB Hi-Fi,Energy Efficient Mini PC Setup,Generic,699.0,105.0,2.62,368.48,9.05,108.6,77.24,0.7752,0.7782,0.2634,0.2371,0.6186,High,Energy Wise,Lower-power option for desktop computer sites.,high,Consider Energy Efficient Mini PC Setup from JB Hi-Fi for MJY Computer. Estimated saving: $9.05/month with about 368.5 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,94.4,210.2,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","MJY Computer is classified as Needs attention. It is 210.2% above the REFIT similar-appliance average, with 19473 detected events and 35.8% peak-hour activity.",0.1991,0.1868,0.1878,0.1685,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Microwave,Microwave,microwave,Appliance6,0.17488,63.83,1.57,19.15,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.9294,0.0,0.1394,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,low,Consider Smart Plug With Timer from Kmart for Microwave. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,62.5,-89.7,Needs attention,"peak-hour usage, frequent usage","Microwave is classified as Needs attention. It is 89.7% below the REFIT similar-appliance average, with 1828 detected events and 60.8% peak-hour activity.",0.2912,0.4896,0.1223,0.2823,"Matched because this appliance is needs attention, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
6,Microwave,Microwave,microwave,Appliance6,0.17488,63.83,1.57,19.15,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,0.0,0.0,0.0,,0.0,0.0,0.9124,0.0,0.1369,Control,Best Value,Useful for appliance groups and plug loads.,low,Consider Timer Plug / Standby Saver from Bunnings for Microwave. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,62.5,-89.7,Needs attention,"peak-hour usage, frequent usage","Microwave is classified as Needs attention. It is 89.7% below the REFIT similar-appliance average, with 1828 detected events and 60.8% peak-hour activity.",0.2878,0.482,0.1223,0.2797,"Matched because this appliance is needs attention, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
6,Microwave,Microwave,microwave,Appliance6,0.17488,63.83,1.57,19.15,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,0.0,0.0,0.0,,0.0,0.0,0.8961,0.0,0.1344,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,low,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Microwave. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,62.5,-89.7,Needs attention,"peak-hour usage, frequent usage","Microwave is classified as Needs attention. It is 89.7% below the REFIT similar-appliance average, with 1828 detected events and 60.8% peak-hour activity.",0.2846,0.4747,0.1223,0.2773,"Matched because this appliance is needs attention, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
6,Microwave,Microwave,microwave,Appliance6,0.17488,63.83,1.57,19.15,Kmart,Compact Microwave,Anko,99.0,96.0,2.4,0.0,0.0,0.0,,0.0,0.0,0.7163,0.0,0.1074,Standard,Cheapest,Lowest upfront price.,low,Consider Compact Microwave from Kmart for Microwave. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,62.5,-89.7,Needs attention,"peak-hour usage, frequent usage","Microwave is classified as Needs attention. It is 89.7% below the REFIT similar-appliance average, with 1828 detected events and 60.8% peak-hour activity.",0.2486,0.3938,0.1223,0.2503,"Matched because this appliance is needs attention, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
6,Microwave,Microwave,microwave,Appliance6,0.17488,63.83,1.57,19.15,The Good Guys,900W Efficient Microwave,LG,179.0,82.0,2.05,0.0,0.0,0.0,,0.0,0.0,0.5828,0.0,0.0874,High,Best Value,Good balance of price and energy use.,low,Consider 900W Efficient Microwave from The Good Guys for Microwave. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,62.5,-89.7,Needs attention,"peak-hour usage, frequent usage","Microwave is classified as Needs attention. It is 89.7% below the REFIT similar-appliance average, with 1828 detected events and 60.8% peak-hour activity.",0.2219,0.3337,0.1223,0.2303,"Matched because this appliance is needs attention, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
6,Microwave,Microwave,microwave,Appliance6,0.17488,63.83,1.57,19.15,JB Hi-Fi,Compact Inverter Microwave,Panasonic,219.0,76.0,1.9,0.0,0.0,0.0,,0.0,0.0,0.533,0.0,0.08,Premium,Energy Wise,Inverter control is suitable for repeated cooking events.,low,Consider Compact Inverter Microwave from JB Hi-Fi for Microwave. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,62.5,-89.7,Needs attention,"peak-hour usage, frequent usage","Microwave is classified as Needs attention. It is 89.7% below the REFIT similar-appliance average, with 1828 detected events and 60.8% peak-hour activity.",0.212,0.3113,0.1223,0.2228,"Matched because this appliance is needs attention, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
6,PGM Computer,PGM Computer,computer,Appliance9,0.3119,113.84,2.81,34.15,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,33.84,0.81,9.69,23.54,0.2875,0.2973,0.9294,0.5048,0.4193,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,medium,Consider Smart Plug With Timer from Kmart for PGM Computer. Estimated saving: $0.81/month with about 33.8 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,66.7,-25.4,Average,peak-hour usage,"PGM Computer is classified as Average. It is 25.4% below the REFIT similar-appliance average, with 3048 detected events and 39.0% peak-hour activity.",0.3298,0.5452,0.1526,0.3928,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
6,PGM Computer,PGM Computer,computer,Appliance9,0.3119,113.84,2.81,34.15,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,38.84,0.93,11.19,25.75,0.3321,0.3412,0.9124,0.4824,0.4444,Control,Best Value,Useful for appliance groups and plug loads.,medium,Consider Timer Plug / Standby Saver from Bunnings for PGM Computer. Estimated saving: $0.93/month with about 38.8 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,66.7,-25.4,Average,peak-hour usage,"PGM Computer is classified as Average. It is 25.4% below the REFIT similar-appliance average, with 3048 detected events and 39.0% peak-hour activity.",0.3233,0.5321,0.1506,0.3792,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
6,PGM Computer,PGM Computer,computer,Appliance9,0.3119,113.84,2.81,34.15,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,43.84,1.06,12.69,27.43,0.3766,0.3851,0.8961,0.4666,0.4706,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for PGM Computer. Estimated saving: $1.06/month with about 43.8 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,66.7,-25.4,Average,peak-hour usage,"PGM Computer is classified as Average. It is 25.4% below the REFIT similar-appliance average, with 3048 detected events and 39.0% peak-hour activity.",0.3179,0.5209,0.1494,0.369,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
6,PGM Computer,PGM Computer,computer,Appliance9,0.3119,113.84,2.81,34.15,Officeworks,Smart Standby Powerboard,Jackson,39.0,135.0,3.38,0.0,0.0,0.0,,0.0,0.0,0.8651,0.0,0.1298,Control,Best Value,"Reduces standby waste from monitors, printers and routers.",low,Consider Smart Standby Powerboard from Officeworks for PGM Computer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,66.7,-25.4,Average,peak-hour usage,"PGM Computer is classified as Average. It is 25.4% below the REFIT similar-appliance average, with 3048 detected events and 39.0% peak-hour activity.",0.2826,0.4607,0.1286,0.2726,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
6,PGM Computer,PGM Computer,computer,Appliance9,0.3119,113.84,2.81,34.15,JB Hi-Fi,Energy Efficient Mini PC Setup,Generic,699.0,105.0,2.62,8.84,0.18,2.19,3837.79,0.0649,0.0777,0.2634,0.0062,0.0897,High,Energy Wise,Lower-power option for desktop computer sites.,low,Consider Energy Efficient Mini PC Setup from JB Hi-Fi for PGM Computer. Estimated saving: $0.18/month with about 8.8 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,66.7,-25.4,Average,peak-hour usage,"PGM Computer is classified as Average. It is 25.4% below the REFIT similar-appliance average, with 3048 detected events and 39.0% peak-hour activity.",0.1207,0.1203,0.1012,0.0428,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
6,Television Site,Television Site,television,Appliance5,0.8368,305.43,7.53,91.63,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,225.43,5.53,66.37,3.44,0.7344,0.7381,0.9294,0.8748,0.7858,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Television Site. Estimated saving: $5.53/month with about 225.4 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,71.4,29.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 29.4% above the REFIT similar-appliance average, with 2079 detected events and 61.2% peak-hour activity.",0.3985,0.6424,0.2083,0.5831,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Television Site,Television Site,television,Appliance5,0.8368,305.43,7.53,91.63,Kmart,Standby Saver Powerboard,Generic,19.0,120.0,3.0,185.43,4.53,54.37,4.19,0.6017,0.6071,0.9294,0.8513,0.6899,Control,Cheapest,Useful where TV site has multiple standby devices.,high,Consider Standby Saver Powerboard from Kmart for Television Site. Estimated saving: $4.53/month with about 185.4 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,71.4,29.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 29.4% above the REFIT similar-appliance average, with 2079 detected events and 61.2% peak-hour activity.",0.3932,0.6356,0.2035,0.5703,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Television Site,Television Site,television,Appliance5,0.8368,305.43,7.53,91.63,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,230.43,5.66,67.87,4.24,0.751,0.7544,0.9124,0.8498,0.7911,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Television Site. Estimated saving: $5.66/month with about 230.4 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,71.4,29.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 29.4% above the REFIT similar-appliance average, with 2079 detected events and 61.2% peak-hour activity.",0.3917,0.6287,0.2061,0.5683,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Television Site,Television Site,television,Appliance5,0.8368,305.43,7.53,91.63,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,235.43,5.78,69.37,5.02,0.7676,0.7708,0.8961,0.8271,0.7968,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Television Site. Estimated saving: $5.78/month with about 235.4 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,71.4,29.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 29.4% above the REFIT similar-appliance average, with 2079 detected events and 61.2% peak-hour activity.",0.3852,0.6157,0.2041,0.5546,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Television Site,Television Site,television,Appliance5,0.8368,305.43,7.53,91.63,JB Hi-Fi,Energy Efficient LED TV,TCL,599.0,95.0,2.38,210.43,5.16,61.87,116.17,0.6846,0.689,0.2945,0.1712,0.5504,High,Best Value,LED replacement for high TV-site consumption.,high,Consider Energy Efficient LED TV from JB Hi-Fi for Television Site. Estimated saving: $5.16/month with about 210.4 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,71.4,29.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 29.4% above the REFIT similar-appliance average, with 2079 detected events and 61.2% peak-hour activity.",0.1654,0.1804,0.137,0.1357,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Television Site,Television Site,television,Appliance5,0.8368,305.43,7.53,91.63,The Good Guys,Low Energy QLED TV,Samsung,899.0,80.0,2.0,225.43,5.53,66.37,162.53,0.7344,0.7381,0.2176,0.1287,0.5671,Premium,Energy Wise,Lower annual kWh for heavy TV use.,high,Consider Low Energy QLED TV from The Good Guys for Television Site. Estimated saving: $5.53/month with about 225.4 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,71.4,29.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 29.4% above the REFIT similar-appliance average, with 2079 detected events and 61.2% peak-hour activity.",0.1443,0.1356,0.1337,0.1034,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Toaster,Toaster,toaster,Appliance8,10.61041,3872.8,95.49,1161.84,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,3792.8,93.49,1121.92,0.2,0.9791,0.9793,0.9294,0.9916,0.9736,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Toaster. Estimated saving: $93.49/month with about 3792.8 kWh/year reduction.,toaster,6.3147199999999994,4.68782,56.83111111111111,77.8,68.0,Average,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Toaster is classified as Average. It is 68.0% above the REFIT similar-appliance average, with 781 detected events and 26.2% peak-hour activity.",0.5821,0.7587,0.4473,0.7433,"Matched because this appliance is average, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Toaster,Toaster,toaster,Appliance8,10.61041,3872.8,95.49,1161.84,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,3797.8,93.62,1123.42,0.26,0.9804,0.9806,0.9124,0.9894,0.9716,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Toaster. Estimated saving: $93.62/month with about 3797.8 kWh/year reduction.,toaster,6.3147199999999994,4.68782,56.83111111111111,77.8,68.0,Average,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Toaster is classified as Average. It is 68.0% above the REFIT similar-appliance average, with 781 detected events and 26.2% peak-hour activity.",0.5786,0.7506,0.4474,0.7396,"Matched because this appliance is average, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Toaster,Toaster,toaster,Appliance8,10.61041,3872.8,95.49,1161.84,Kmart,Auto-Off 2 Slice Toaster,Anko,29.0,18.0,0.45,3854.8,95.04,1140.52,0.31,0.9953,0.9954,0.8961,0.9874,0.9792,Efficient,Cheapest,Budget option for low-use cooking loads.,high,Consider Auto-Off 2 Slice Toaster from Kmart for Toaster. Estimated saving: $95.04/month with about 3854.8 kWh/year reduction.,toaster,6.3147199999999994,4.68782,56.83111111111111,77.8,68.0,Average,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Toaster is classified as Average. It is 68.0% above the REFIT similar-appliance average, with 781 detected events and 26.2% peak-hour activity.",0.5776,0.7441,0.4506,0.7378,"Matched because this appliance is average, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Toaster,Toaster,toaster,Appliance8,10.61041,3872.8,95.49,1161.84,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,3802.8,93.74,1124.92,0.31,0.9817,0.9819,0.8961,0.9873,0.9697,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Toaster. Estimated saving: $93.74/month with about 3802.8 kWh/year reduction.,toaster,6.3147199999999994,4.68782,56.83111111111111,77.8,68.0,Average,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Toaster is classified as Average. It is 68.0% above the REFIT similar-appliance average, with 781 detected events and 26.2% peak-hour activity.",0.5752,0.7428,0.4475,0.7363,"Matched because this appliance is average, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
